Date,vix
20051024,14.74
20051025,14.53
20051026,14.59
20051027,16.02
20051028,14.25
20051031,15.32
20051101,14.85
20051102,13.48
20051103,13.00
20051104,13.17
20051107,13.10
20051108,13.08
20051109,12.80
20051110,11.90
20051111,11.63
20051114,12.18
20051115,12.23
20051116,12.26
20051117,11.25
20051118,11.12
20051121,10.82
20051122,10.60
20051123,10.96
20051125,10.88
20051128,11.84
20051129,11.89
20051130,12.06
20051201,11.24
20051202,11.01
20051205,11.60
20051206,11.52
20051207,12.18
20051208,12.21
20051209,11.69
20051212,11.47
20051213,11.11
20051214,10.48
20051215,10.73
20051216,10.68
20051219,11.38
20051220,11.19
20051221,10.81
20051222,10.29
20051223,10.27
20051227,11.57
20051228,11.35
20051229,11.61
20051230,12.07
20060103,11.14
20060104,11.37
20060105,11.31
20060106,11.00
20060109,11.13
20060110,10.86
20060111,10.94
20060112,11.20
20060113,11.23
20060117,11.91
20060118,12.25
20060119,11.98
20060120,14.56
20060123,13.93
20060124,13.31
20060125,12.87
20060126,12.42
20060127,11.97
20060130,12.39
20060131,12.95
20060201,12.36
20060202,13.23
20060203,12.96
20060206,13.04
20060207,13.59
20060208,12.83
20060209,13.12
20060210,12.87
20060213,13.35
20060214,12.25
20060215,12.31
20060216,11.48
20060217,12.01
20060221,12.41
20060222,11.88
20060223,11.87
20060224,11.46
20060227,11.59
20060228,12.34
20060301,11.54
20060302,11.72
20060303,11.96
20060306,12.74
20060307,12.66
20060308,12.32
20060309,12.68
20060310,11.85
20060313,11.37
20060314,10.74
20060315,11.35
20060316,11.98
20060317,12.12
20060320,11.79
20060321,11.62
20060322,11.21
20060323,11.17
20060324,11.19
20060327,11.46
20060328,11.58
20060329,10.95
20060330,11.57
20060331,11.39
20060403,11.57
20060404,11.14
20060405,11.13
20060406,11.45
20060407,12.26
20060410,12.19
20060411,13.00
20060412,12.76
20060413,12.38
20060417,12.58
20060418,11.40
20060419,11.32
20060420,11.64
20060421,11.59
20060424,11.75
20060425,11.75
20060426,11.76
20060427,11.84
20060428,11.59
20060501,12.54
20060502,11.99
20060503,11.99
20060504,11.86
20060505,11.62
20060508,12.00
20060509,11.99
20060510,11.78
20060511,12.49
20060512,14.19
20060515,13.57
20060516,13.35
20060517,16.26
20060518,16.99
20060519,17.18
20060522,17.72
20060523,18.26
20060524,17.36
20060525,15.50
20060526,14.26
20060530,18.66
20060531,16.44
20060601,14.52
20060602,14.32
20060605,16.65
20060606,17.34
20060607,17.80
20060608,18.35
20060609,18.12
20060612,20.96
20060613,23.81
20060614,21.46
20060615,15.90
20060616,17.25
20060619,17.83
20060620,16.69
20060621,15.52
20060622,15.88
20060623,15.89
20060626,15.62
20060627,16.40
20060628,15.79
20060629,13.03
20060630,13.08
20060703,13.05
20060705,14.15
20060706,13.65
20060707,13.97
20060710,14.02
20060711,13.14
20060712,14.49
20060713,17.79
20060714,18.05
20060717,18.64
20060718,17.74
20060719,15.55
20060720,16.21
20060721,17.40
20060724,14.98
20060725,14.85
20060726,14.62
20060727,14.94
20060728,14.33
20060731,14.95
20060801,15.05
20060802,14.34
20060803,14.46
20060804,14.34
20060807,15.23
20060808,15.23
20060809,15.20
20060810,14.46
20060811,14.30
20060814,14.26
20060815,13.42
20060816,12.41
20060817,12.24
20060818,11.64
20060821,12.22
20060822,12.19
20060823,12.40
20060824,12.40
20060825,12.31
20060828,12.18
20060829,12.28
20060830,12.22
20060831,12.31
20060901,11.96
20060905,12.63
20060906,13.74
20060907,13.88
20060908,13.16
20060911,12.99
20060912,11.92
20060913,11.18
20060914,11.55
20060915,11.76
20060918,11.78
20060919,11.98
20060920,11.39
20060921,12.25
20060922,12.59
20060925,12.12
20060926,11.53
20060927,11.58
20060928,11.72
20060929,11.98
20061002,12.57
20061003,12.24
20061004,11.86
20061005,11.98
20061006,11.56
20061009,11.68
20061010,11.52
20061011,11.62
20061012,11.09
20061013,10.75
20061016,11.09
20061017,11.73
20061018,11.34
20061019,10.90
20061020,10.63
20061023,11.08
20061024,10.78
20061025,10.66
20061026,10.56
20061027,10.80
20061030,11.20
20061031,11.10
20061101,11.51
20061102,11.42
20061103,11.16
20061106,11.16
20061107,11.09
20061108,10.75
20061109,11.01
20061110,10.79
20061113,10.86
20061114,10.50
20061115,10.31
20061116,10.16
20061117,10.05
20061120,9.97
20061121,9.90
20061122,10.14
20061124,10.73
20061127,12.30
20061128,11.62
20061129,10.83
20061130,10.91
20061201,11.66
20061204,11.23
20061205,11.27
20061206,11.33
20061207,12.67
20061208,12.07
20061211,10.71
20061212,10.65
20061213,10.18
20061214,9.97
20061215,10.05
20061218,10.60
20061219,10.30
20061220,10.26
20061221,10.53
20061222,11.36
20061226,11.26
20061227,10.64
20061228,10.99
20061229,11.56
20070103,12.04
20070104,11.51
20070105,12.14
20070108,12.00
20070109,11.91
20070110,11.47
20070111,10.87
20070112,10.15
20070116,10.74
20070117,10.59
20070118,10.85
20070119,10.40
20070122,10.77
20070123,10.34
20070124,9.89
20070125,11.22
20070126,11.13
20070129,11.45
20070130,10.96
20070131,10.42
20070201,10.31
20070202,10.08
20070205,10.55
20070206,10.65
20070207,10.32
20070208,10.44
20070209,11.10
20070212,11.61
20070213,10.34
20070214,10.23
20070215,10.22
20070216,10.02
20070220,10.24
20070221,10.20
20070222,10.18
20070223,10.58
20070226,11.15
20070227,18.31
20070228,15.42
20070301,15.82
20070302,18.61
20070305,19.63
20070306,15.96
20070307,15.24
20070308,14.29
20070309,14.09
20070312,13.99
20070313,18.13
20070314,17.27
20070315,16.43
20070316,16.79
20070319,14.59
20070320,13.27
20070321,12.19
20070322,12.93
20070323,12.95
20070326,13.16
20070327,13.48
20070328,14.98
20070329,15.14
20070330,14.64
20070402,14.53
20070403,13.46
20070404,13.24
20070405,13.23
20070409,13.14
20070410,12.68
20070411,13.49
20070412,12.71
20070413,12.20
20070416,11.98
20070417,12.14
20070418,12.42
20070419,12.54
20070420,12.07
20070423,13.04
20070424,13.12
20070425,13.21
20070426,12.79
20070427,12.45
20070430,14.22
20070501,13.51
20070502,13.08
20070503,13.09
20070504,12.91
20070507,13.15
20070508,13.21
20070509,12.88
20070510,13.60
20070511,12.95
20070514,13.96
20070515,14.01
20070516,13.50
20070517,13.51
20070518,12.76
20070521,13.30
20070522,13.06
20070523,13.24
20070524,14.08
20070525,13.34
20070529,13.53
20070530,12.83
20070531,13.05
20070601,12.78
20070604,13.29
20070605,13.63
20070606,14.87
20070607,17.06
20070608,14.84
20070611,14.71
20070612,16.67
20070613,14.73
20070614,13.64
20070615,13.94
20070618,13.42
20070619,12.85
20070620,14.67
20070621,14.21
20070622,15.75
20070625,16.65
20070626,18.89
20070627,15.53
20070628,15.54
20070629,16.23
20070702,15.40
20070703,14.92
20070705,15.48
20070706,14.72
20070709,15.16
20070710,17.57
20070711,16.64
20070712,15.54
20070713,15.15
20070716,15.59
20070717,15.63
20070718,16.00
20070719,15.23
20070720,16.95
20070723,16.81
20070724,18.55
20070725,18.10
20070726,20.74
20070727,24.17
20070730,20.87
20070731,23.52
20070801,23.67
20070802,21.22
20070803,25.16
20070806,22.94
20070807,21.56
20070808,21.45
20070809,26.48
20070810,28.30
20070813,26.57
20070814,27.68
20070815,30.67
20070816,30.83
20070817,29.99
20070820,26.33
20070821,25.25
20070822,22.89
20070823,22.62
20070824,20.72
20070827,22.72
20070828,26.30
20070829,23.81
20070830,25.06
20070831,23.38
20070904,22.78
20070905,24.58
20070906,23.99
20070907,26.23
20070910,27.38
20070911,25.27
20070912,24.96
20070913,24.76
20070914,24.92
20070917,26.48
20070918,20.35
20070919,20.03
20070920,20.45
20070921,19.00
20070924,19.37
20070925,18.60
20070926,17.63
20070927,17.00
20070928,18.00
20071001,17.84
20071002,18.49
20071003,18.80
20071004,18.44
20071005,16.91
20071008,17.46
20071009,16.12
20071010,16.67
20071011,18.88
20071012,17.73
20071015,19.25
20071016,20.02
20071017,18.54
20071018,18.50
20071019,22.96
20071022,21.64
20071023,20.41
20071024,20.80
20071025,21.17
20071026,19.56
20071029,19.87
20071030,21.07
20071031,18.53
20071101,23.21
20071102,23.01
20071105,24.31
20071106,21.39
20071107,26.49
20071108,26.16
20071109,28.50
20071112,31.09
20071113,24.10
20071114,25.94
20071115,28.06
20071116,25.49
20071119,26.01
20071120,24.88
20071121,26.84
20071123,25.61
20071126,28.91
20071127,26.28
20071128,24.11
20071129,23.97
20071130,22.87
20071203,23.61
20071204,23.79
20071205,22.53
20071206,20.96
20071207,20.85
20071210,20.74
20071211,23.59
20071212,22.47
20071213,22.56
20071214,23.27
20071217,24.52
20071218,22.64
20071219,21.68
20071220,20.58
20071221,18.47
20071224,18.60
20071226,18.66
20071227,20.26
20071228,20.74
20071231,22.50
20080102,23.17
20080103,22.49
20080104,23.94
20080107,23.79
20080108,25.43
20080109,24.12
20080110,23.45
20080111,23.68
20080114,22.90
20080115,23.34
20080116,24.38
20080117,28.46
20080118,27.18
20080122,31.01
20080123,29.02
20080124,27.78
20080125,29.08
20080128,27.78
20080129,27.32
20080130,27.62
20080131,26.20
20080201,24.02
20080204,25.99
20080205,28.24
20080206,28.97
20080207,27.66
20080208,28.01
20080211,27.60
20080212,26.33
20080213,24.88
20080214,25.54
20080215,25.02
20080219,25.59
20080220,24.40
20080221,25.12
20080222,24.06
20080225,23.03
20080226,21.90
20080227,22.69
20080228,23.53
20080229,26.54
20080303,26.28
20080304,25.52
20080305,24.60
20080306,27.55
20080307,27.49
20080310,29.38
20080311,26.36
20080312,27.22
20080313,27.29
20080314,31.16
20080317,32.24
20080318,25.79
20080319,29.84
20080320,26.62
20080324,25.73
20080325,25.72
20080326,26.08
20080327,25.88
20080328,25.71
20080331,25.61
20080401,22.68
20080402,23.43
20080403,23.21
20080404,22.45
20080407,22.42
20080408,22.36
20080409,22.81
20080410,21.98
20080411,23.46
20080414,23.82
20080415,22.78
20080416,20.53
20080417,20.37
20080418,20.13
20080421,20.50
20080422,20.87
20080423,20.26
20080424,20.06
20080425,19.59
20080428,19.64
20080429,20.24
20080430,20.79
20080501,18.88
20080502,18.18
20080505,18.90
20080506,18.21
20080507,19.73
20080508,19.40
20080509,19.41
20080512,17.79
20080513,17.98
20080514,17.66
20080515,16.30
20080516,16.47
20080519,17.01
20080520,17.58
20080521,18.59
20080522,18.05
20080523,19.55
20080527,19.64
20080528,19.07
20080529,18.14
20080530,17.83
20080602,19.83
20080603,20.24
20080604,20.80
20080605,18.63
20080606,23.56
20080609,23.12
20080610,23.18
20080611,24.12
20080612,23.33
20080613,21.22
20080616,20.95
20080617,21.13
20080618,22.24
20080619,21.58
20080620,22.87
20080623,22.64
20080624,22.42
20080625,21.14
20080626,23.93
20080627,23.44
20080630,23.95
20080701,23.65
20080702,25.92
20080703,24.79
20080707,25.78
20080708,23.15
20080709,25.23
20080710,25.59
20080711,27.49
20080714,28.48
20080715,28.54
20080716,25.10
20080717,25.01
20080718,24.05
20080721,23.05
20080722,21.18
20080723,21.31
20080724,23.44
20080725,22.91
20080728,24.23
20080729,22.03
20080730,21.21
20080731,22.94
20080801,22.57
20080804,23.49
20080805,21.14
20080806,20.23
20080807,21.15
20080808,20.66
20080811,20.12
20080812,21.17
20080813,21.55
20080814,20.34
20080815,19.58
20080818,20.98
20080819,21.28
20080820,20.42
20080821,19.82
20080822,18.81
20080825,20.97
20080826,20.49
20080827,19.76
20080828,19.43
20080829,20.65
20080902,21.99
20080903,21.43
20080904,24.03
20080905,23.06
20080908,22.64
20080909,25.47
20080910,24.52
20080911,24.39
20080912,25.66
20080915,31.70
20080916,30.30
20080917,36.22
20080918,33.10
20080919,32.07
20080922,33.85
20080923,35.72
20080924,35.19
20080925,32.82
20080926,34.74
20080929,46.72
20080930,39.39
20081001,39.81
20081002,45.26
20081003,45.14
20081006,52.05
20081007,53.68
20081008,57.53
20081009,63.92
20081010,69.95
20081013,54.99
20081014,55.13
20081015,69.25
20081016,67.61
20081017,70.33
20081020,52.97
20081021,53.11
20081022,69.65
20081023,67.80
20081024,79.13
20081027,80.06
20081028,66.96
20081029,69.96
20081030,62.90
20081031,59.89
20081103,53.68
20081104,47.73
20081105,54.56
20081106,63.68
20081107,56.10
20081110,59.98
20081111,61.44
20081112,66.46
20081113,59.83
20081114,66.31
20081117,69.15
20081118,67.64
20081119,74.26
20081120,80.86
20081121,72.67
20081124,64.70
20081125,60.90
20081126,54.92
20081128,55.84
20081201,68.51
20081202,62.98
20081203,60.72
20081204,63.64
20081205,59.93
20081208,58.49
20081209,58.91
20081210,55.73
20081211,55.78
20081212,54.28
20081215,56.76
20081216,52.37
20081217,49.84
20081218,47.34
20081219,44.93
20081222,44.56
20081223,45.02
20081224,44.21
20081226,43.38
20081229,43.90
20081230,41.63
20081231,40.00
20090102,39.19
20090105,39.08
20090106,38.56
20090107,43.39
20090108,42.56
20090109,42.82
20090112,45.84
20090113,43.27
20090114,49.14
20090115,51.00
20090116,46.11
20090120,56.65
20090121,46.42
20090122,47.29
20090123,47.27
20090126,45.69
20090127,42.25
20090128,39.66
20090129,42.63
20090130,44.84
20090202,45.52
20090203,43.06
20090204,43.85
20090205,43.73
20090206,43.37
20090209,43.64
20090210,46.67
20090211,44.53
20090212,41.25
20090213,42.93
20090217,48.66
20090218,48.46
20090219,47.08
20090220,49.30
20090223,52.62
20090224,45.49
20090225,44.67
20090226,44.66
20090227,46.35
20090302,52.65
20090303,50.93
20090304,47.56
20090305,50.17
20090306,49.33
20090309,49.68
20090310,44.37
20090311,43.61
20090312,41.18
20090313,42.36
20090316,43.74
20090317,40.80
20090318,40.06
20090319,43.68
20090320,45.89
20090323,43.23
20090324,42.93
20090325,42.25
20090326,40.36
20090327,41.04
20090330,45.54
20090331,44.14
20090401,42.28
20090402,42.04
20090403,39.70
20090406,40.93
20090407,40.39
20090408,38.85
20090409,36.53
20090413,37.81
20090414,37.67
20090415,36.17
20090416,35.79
20090417,33.94
20090420,39.18
20090421,37.14
20090422,38.10
20090423,37.15
20090424,36.82
20090427,38.32
20090428,37.95
20090429,36.08
20090430,36.50
20090501,35.30
20090504,34.53
20090505,33.36
20090506,32.45
20090507,33.44
20090508,32.05
20090511,32.87
20090512,31.80
20090513,33.65
20090514,31.37
20090515,33.12
20090518,30.24
20090519,28.80
20090520,29.03
20090521,31.35
20090522,32.63
20090526,30.62
20090527,32.36
20090528,31.67
20090529,28.92
20090601,30.04
20090602,29.63
20090603,31.02
20090604,30.18
20090605,29.62
20090608,29.77
20090609,28.27
20090610,28.46
20090611,28.11
20090612,28.15
20090615,30.81
20090616,32.68
20090617,31.54
20090618,30.03
20090619,27.99
20090622,31.17
20090623,30.58
20090624,29.05
20090625,26.36
20090626,25.93
20090629,25.35
20090630,26.35
20090701,26.22
20090702,27.95
20090706,29.00
20090707,30.85
20090708,31.30
20090709,29.78
20090710,29.02
20090713,26.31
20090714,25.02
20090715,25.89
20090716,25.42
20090717,24.34
20090720,24.40
20090721,23.87
20090722,23.47
20090723,23.43
20090724,23.09
20090727,24.28
20090728,25.01
20090729,25.61
20090730,25.40
20090731,25.92
20090803,25.56
20090804,24.89
20090805,24.90
20090806,25.67
20090807,24.76
20090810,24.99
20090811,25.99
20090812,25.45
20090813,24.71
20090814,24.27
20090817,27.89
20090818,26.18
20090819,26.26
20090820,25.09
20090821,25.01
20090824,25.14
20090825,24.92
20090826,24.95
20090827,24.68
20090828,24.76
20090831,26.01
20090901,29.15
20090902,28.90
20090903,27.10
20090904,25.26
20090908,25.62
20090909,24.32
20090910,23.55
20090911,24.15
20090914,23.86
20090915,23.42
20090916,23.69
20090917,23.65
20090918,23.92
20090921,24.06
20090922,23.08
20090923,23.49
20090924,24.95
20090925,25.61
20090928,24.88
20090929,25.19
20090930,25.61
20091001,28.27
20091002,28.68
20091005,26.84
20091006,25.70
20091007,24.68
20091008,24.18
20091009,23.12
20091012,23.01
20091013,22.99
20091014,22.86
20091015,21.72
20091016,21.43
20091019,21.49
20091020,20.90
20091021,22.22
20091022,20.69
20091023,22.27
20091026,24.31
20091027,24.83
20091028,27.91
20091029,24.76
20091030,30.69
20091102,29.78
20091103,28.81
20091104,27.72
20091105,25.43
20091106,24.19
20091109,23.15
20091110,22.84
20091111,23.04
20091112,24.24
20091113,23.36
20091116,22.89
20091117,22.41
20091118,21.63
20091119,22.63
20091120,22.19
20091123,21.16
20091124,20.47
20091125,20.48
20091127,24.85
20091130,24.51
20091201,21.92
20091202,21.12
20091203,22.46
20091204,21.25
20091207,22.10
20091208,23.69
20091209,22.66
20091210,22.32
20091211,21.59
20091214,21.15
20091215,21.49
20091216,20.54
20091217,22.51
20091218,21.68
20091221,20.49
20091222,19.54
20091223,19.71
20091224,19.47
20091228,19.93
20091229,20.01
20091230,19.96
20091231,21.68
20100104,20.04
20100105,19.35
20100106,19.16
20100107,19.06
20100108,18.13
20100111,17.55
20100112,18.25
20100113,17.85
20100114,17.63
20100115,17.91
20100119,17.58
20100120,18.68
20100121,22.27
20100122,27.31
20100125,25.41
20100126,24.55
20100127,23.14
20100128,23.73
20100129,24.62
20100201,22.59
20100202,21.48
20100203,21.60
20100204,26.08
20100205,26.11
20100208,26.51
20100209,26.00
20100210,25.40
20100211,23.96
20100212,22.73
20100216,22.25
20100217,21.72
20100218,20.63
20100219,20.02
20100222,19.94
20100223,21.37
20100224,20.27
20100225,20.10
20100226,19.50
20100301,19.26
20100302,19.06
20100303,18.83
20100304,18.72
20100305,17.42
20100308,17.79
20100309,17.92
20100310,18.57
20100311,18.06
20100312,17.58
20100315,18.00
20100316,17.69
20100317,16.91
20100318,16.62
20100319,16.97
20100322,16.87
20100323,16.35
20100324,17.55
20100325,18.40
20100326,17.77
20100329,17.59
20100330,17.13
20100331,17.59
20100401,17.47
20100405,17.02
20100406,16.23
20100407,16.62
20100408,16.48
20100409,16.14
20100412,15.58
20100413,16.20
20100414,15.59
20100415,15.89
20100416,18.36
20100419,17.34
20100420,15.73
20100421,16.32
20100422,16.47
20100423,16.62
20100426,17.47
20100427,22.81
20100428,21.08
20100429,18.44
20100430,22.05
20100503,20.19
20100504,23.84
20100505,24.91
20100506,32.80
20100507,40.95
20100510,28.84
20100511,28.32
20100512,25.52
20100513,26.68
20100514,31.24
20100517,30.84
20100518,33.55
20100519,35.32
20100520,45.79
20100521,40.10
20100524,38.32
20100525,34.61
20100526,35.02
20100527,29.68
20100528,32.07
20100601,35.54
20100602,30.17
20100603,29.46
20100604,35.48
20100607,36.57
20100608,33.70
20100609,33.73
20100610,30.57
20100611,28.79
20100614,28.58
20100615,25.87
20100616,25.92
20100617,25.05
20100618,23.95
20100621,24.88
20100622,27.05
20100623,26.91
20100624,29.74
20100625,28.53
20100628,29.00
20100629,34.13
20100630,34.54
20100701,32.86
20100702,30.12
20100706,29.65
20100707,26.84
20100708,25.71
20100709,24.98
20100712,24.43
20100713,24.56
20100714,24.89
20100715,25.14
20100716,26.25
20100719,25.97
20100720,23.93
20100721,25.64
20100722,24.63
20100723,23.47
20100726,22.73
20100727,23.19
20100728,24.25
20100729,24.13
20100730,23.50
20100802,22.01
20100803,22.63
20100804,22.21
20100805,22.10
20100806,21.74
20100809,22.14
20100810,22.37
20100811,25.39
20100812,25.73
20100813,26.24
20100816,26.10
20100817,24.33
20100818,24.59
20100819,26.44
20100820,25.49
20100823,25.66
20100824,27.46
20100825,26.70
20100826,27.37
20100827,24.45
20100830,27.21
20100831,26.05
20100901,23.89
20100902,23.19
20100903,21.31
20100907,23.80
20100908,23.25
20100909,22.81
20100910,21.99
20100913,21.21
20100914,21.56
20100915,22.10
20100916,21.72
20100917,22.01
20100920,21.50
20100921,22.35
20100922,22.51
20100923,23.87
20100924,21.71
20100927,22.54
20100928,22.60
20100929,23.25
20100930,23.70
20101001,22.50
20101004,23.53
20101005,21.76
20101006,21.49
20101007,21.56
20101008,20.71
20101011,18.96
20101012,18.93
20101013,19.07
20101014,19.88
20101015,19.03
20101018,19.09
20101019,20.63
20101020,19.79
20101021,19.27
20101022,18.78
20101025,19.85
20101026,20.22
20101027,20.71
20101028,20.88
20101029,21.20
20101101,21.83
20101102,21.57
20101103,19.56
20101104,18.52
20101105,18.26
20101108,18.29
20101109,19.08
20101110,18.47
20101111,18.64
20101112,20.61
20101115,20.20
20101116,22.58
20101117,21.76
20101118,18.75
20101119,18.04
20101122,18.37
20101123,20.63
20101124,19.56
20101126,22.22
20101129,21.53
20101130,23.54
20101201,21.36
20101202,19.39
20101203,18.01
20101206,18.02
20101207,17.99
20101208,17.74
20101209,17.25
20101210,17.61
20101213,17.55
20101214,17.61
20101215,17.94
20101216,17.39
20101217,16.11
20101220,16.41
20101221,16.49
20101222,15.45
20101223,16.47
20101227,17.67
20101228,17.52
20101229,17.28
20101230,17.52
20101231,17.75
20110103,17.61
20110104,17.38
20110105,17.02
20110106,17.40
20110107,17.14
20110110,17.54
20110111,16.89
20110112,16.24
20110113,16.39
20110114,15.46
20110118,15.87
20110119,17.31
20110120,17.99
20110121,18.47
20110124,17.65
20110125,17.59
20110126,16.64
20110127,16.15
20110128,20.04
20110131,19.53
20110201,17.63
20110202,17.30
20110203,16.69
20110204,15.93
20110207,16.28
20110208,15.81
20110209,15.87
20110210,16.09
20110211,15.69
20110214,15.95
20110215,16.37
20110216,16.72
20110217,16.59
20110218,16.43
20110222,20.80
20110223,22.13
20110224,21.32
20110225,19.22
20110228,18.35
20110301,21.01
20110302,20.70
20110303,18.60
20110304,19.06
20110307,20.66
20110308,19.82
20110309,20.22
20110310,21.88
20110311,20.08
20110314,21.13
20110315,24.32
20110316,29.40
20110317,26.37
20110318,24.44
20110321,20.61
20110322,20.21
20110323,19.17
20110324,18.00
20110325,17.91
20110328,19.44
20110329,18.16
20110330,17.71
20110331,17.74
20110401,17.40
20110404,17.50
20110405,17.25
20110406,16.90
20110407,17.11
20110408,17.87
20110411,16.59
20110412,17.09
20110413,16.92
20110414,16.27
20110415,15.32
20110418,16.96
20110419,15.83
20110420,15.07
20110421,14.69
20110425,15.77
20110426,15.62
20110427,15.35
20110428,14.62
20110429,14.75
20110502,15.99
20110503,16.70
20110504,17.08
20110505,18.20
20110506,18.40
20110509,17.16
20110510,15.91
20110511,16.95
20110512,16.03
20110513,17.07
20110516,18.24
20110517,17.55
20110518,16.23
20110519,15.52
20110520,17.43
20110523,18.27
20110524,17.82
20110525,17.07
20110526,16.09
20110527,15.98
20110531,15.45
20110601,18.30
20110602,18.09
20110603,17.95
20110606,18.49
20110607,18.07
20110608,18.79
20110609,17.77
20110610,18.86
20110613,19.61
20110614,18.26
20110615,21.32
20110616,22.73
20110617,21.85
20110620,19.99
20110621,18.86
20110622,18.52
20110623,19.29
20110624,21.10
20110627,20.56
20110628,19.17
20110629,17.27
20110630,16.52
20110701,15.87
20110705,16.06
20110706,16.34
20110707,15.95
20110708,15.95
20110711,18.39
20110712,19.87
20110713,19.91
20110714,20.80
20110715,19.53
20110718,20.95
20110719,19.21
20110720,19.09
20110721,17.56
20110722,17.52
20110725,19.35
20110726,20.23
20110727,22.98
20110728,23.74
20110729,25.25
20110801,23.66
20110802,24.79
20110803,23.38
20110804,31.66
20110805,32.00
20110808,48.00
20110809,35.06
20110810,42.99
20110811,39.00
20110812,36.36
20110815,31.87
20110816,32.85
20110817,31.58
20110818,42.67
20110819,43.05
20110822,42.44
20110823,36.27
20110824,35.90
20110825,39.76
20110826,35.59
20110829,32.28
20110830,32.89
20110831,31.62
20110901,31.82
20110902,33.92
20110906,37.00
20110907,33.38
20110908,34.32
20110909,38.52
20110912,38.59
20110913,36.91
20110914,34.60
20110915,31.97
20110916,30.98
20110919,32.73
20110920,32.86
20110921,37.32
20110922,41.35
20110923,41.25
20110926,39.02
20110927,37.71
20110928,41.08
20110929,38.84
20110930,42.96
20111003,45.45
20111004,40.82
20111005,37.81
20111006,36.27
20111007,36.20
20111010,33.02
20111011,32.86
20111012,31.26
20111013,30.70
20111014,28.24
20111017,33.39
20111018,31.56
20111019,34.44
20111020,34.78
20111021,31.32
20111024,29.26
20111025,32.22
20111026,29.86
20111027,25.46
20111028,24.53
20111031,29.96
20111101,34.77
20111102,32.74
20111103,30.50
20111104,30.16
20111107,29.85
20111108,27.48
20111109,36.16
20111110,32.81
20111111,30.04
20111114,31.13
20111115,31.22
20111116,33.51
20111117,34.51
20111118,32.00
20111121,32.91
20111122,31.97
20111123,33.98
20111125,34.47
20111128,32.13
20111129,30.64
20111130,27.80
20111201,27.41
20111202,27.52
20111205,27.84
20111206,28.13
20111207,28.67
20111208,30.59
20111209,26.38
20111212,25.67
20111213,25.41
20111214,26.04
20111215,25.11
20111216,24.29
20111219,24.92
20111220,23.22
20111221,21.43
20111222,21.16
20111223,20.73
20111227,21.91
20111228,23.52
20111229,22.65
20111230,23.40
20120103,22.97
20120104,22.22
20120105,21.48
20120106,20.63
20120109,21.07
20120110,20.69
20120111,21.05
20120112,20.47
20120113,20.91
20120117,22.20
20120118,20.89
20120119,19.87
20120120,18.28
20120123,18.67
20120124,18.91
20120125,18.31
20120126,18.57
20120127,18.53
20120130,19.40
20120131,19.44
20120201,18.55
20120202,17.98
20120203,17.10
20120206,17.76
20120207,17.65
20120208,18.16
20120209,18.63
20120210,20.79
20120213,19.04
20120214,19.54
20120215,21.14
20120216,19.22
20120217,17.78
20120221,18.19
20120222,18.19
20120223,16.80
20120224,17.31
20120227,18.19
20120228,17.96
20120229,18.43
20120301,17.26
20120302,17.29
20120305,18.05
20120306,20.87
20120307,19.07
20120308,17.95
20120309,17.11
20120312,15.64
20120313,14.80
20120314,15.31
20120315,15.42
20120316,14.47
20120319,15.04
20120320,15.58
20120321,15.13
20120322,15.57
20120323,14.82
20120326,14.26
20120327,15.59
20120328,15.47
20120329,15.48
20120330,15.50
20120402,15.64
20120403,15.66
20120404,16.44
20120405,16.70
20120409,18.81
20120410,20.39
20120411,20.02
20120412,17.20
20120413,19.55
20120416,19.55
20120417,18.46
20120418,18.64
20120419,18.36
20120420,17.44
20120423,18.97
20120424,18.10
20120425,16.82
20120426,16.24
20120427,16.32
20120430,17.15
20120501,16.60
20120502,16.88
20120503,17.56
20120504,19.16
20120507,18.94
20120508,19.05
20120509,20.08
20120510,18.83
20120511,19.89
20120514,21.87
20120515,21.97
20120516,22.27
20120517,24.49
20120518,25.10
20120521,22.01
20120522,22.48
20120523,22.33
20120524,21.54
20120525,21.76
20120529,21.03
20120530,24.14
20120531,24.06
20120601,26.66
20120604,26.12
20120605,24.68
20120606,22.16
20120607,21.72
20120608,21.23
20120611,23.56
20120612,22.09
20120613,24.27
20120614,21.68
20120615,21.11
20120618,18.32
20120619,18.38
20120620,17.24
20120621,20.08
20120622,18.11
20120625,20.38
20120626,19.72
20120627,19.45
20120628,19.71
20120629,17.08
20120702,16.80
20120703,16.66
20120705,17.50
20120706,17.10
20120709,17.98
20120710,18.72
20120711,17.95
20120712,18.33
20120713,16.74
20120716,17.11
20120717,16.48
20120718,16.16
20120719,15.45
20120720,16.27
20120723,18.62
20120724,20.47
20120725,19.34
20120726,17.53
20120727,16.70
20120730,18.03
20120731,18.93
20120801,18.96
20120802,17.57
20120803,15.64
20120806,15.95
20120807,15.99
20120808,15.32
20120809,15.28
20120810,14.74
20120813,13.70
20120814,14.85
20120815,14.63
20120816,14.29
20120817,13.45
20120820,14.02
20120821,15.02
20120822,15.11
20120823,15.96
20120824,15.18
20120827,16.35
20120828,16.49
20120829,17.06
20120830,17.83
20120831,17.47
20120904,17.98
20120905,17.74
20120906,15.60
20120907,14.38
20120910,16.28
20120911,16.41
20120912,15.80
20120913,14.05
20120914,14.51
20120917,14.59
20120918,14.18
20120919,13.88
20120920,14.07
20120921,13.98
20120924,14.15
20120925,15.43
20120926,16.81
20120927,14.84
20120928,15.73
20121001,16.32
20121002,15.71
